name;price;info;link;is_available;"Тип корпуса";Приемник/Излучатель;"Материал корпуса";"Зона чувствительности, м";"Вид подключения";"Температура окружающей среды";"Длина кабеля, м";Особенности;"Схема выхода";"Функция выхода";"Частота переключения, Гц";Тип;"Направление оптической оси";"Зона чувствительности, мм";"Вид излучения";"Материал линз";"Тип переключения";"Обозначение резьбы";"Максимальное расстояние срабатывания, мм";"Температура объекта воздействия";"Угол поля зрения";"Материал кабеля";"Цвет излучения";"Степень защиты корпуса";"Функция защиты";"Количество лучей";"Разрешение, мм";"Высота контролируемой зоны, мм";"Время срабатывания, мс";"Защита коммутационного элемента";"Рабочее напряжение, В";"Аналоговый выход"
"Оптический датчик
ДОМ-М18-76В-0123-СА.01";"10 520 ?
Цена с НДС 20%";"Тип: Датчик цветных меток; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, мм: 5 - 10; Цвет излучения: Оранжевый; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/dom-m18-76v-0123-sa_01/;"В наличии";"Цилиндрический с резьбой";;"Латунь никелированная";;Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Датчик цветных меток";;"5 - 10";;;;;;;;;Оранжевый;IP67;;;;;;;;
"Оптический датчик
ВБО-Д68-120У-9112-CТК";"15 258 ?
Цена с НДС 20%";"Тип корпуса: Термокожух; Приемник/Излучатель: Приемник; Материал корпуса: Алюминиевый сплав; Зона чувствительности, м: 0 - 20; Схема выхода: PNP; Функция выхода: НЗ; Вид подключения: Кабель; Температура окружающей среды: -50…+70 °С; Длина кабеля, м: 2; Частота переключения, Гц: 500; Особенности: Электронное управление системой подогрева внутреннего пространства";https://sensor-com.ru/sensors/datchik-vbo-d68-120u-9112-ctk/;"Под заказ от 3 нед.";Термокожух;Приемник;"Алюминиевый сплав";"0 - 20";Кабель;"-50…+70 °С";2;"Электронное управление системой подогрева внутреннего пространства";PNP;НЗ;500;;;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-Д68-120У-9121-СТК";"14 752 ?
Цена с НДС 20%";"Тип корпуса: Термокожух; Приемник/Излучатель: Приемник; Материал корпуса: Алюминиевый сплав; Зона чувствительности, м: 0 - 20; Схема выхода: NPN; Функция выхода: НО; Вид подключения: Кабель; Температура окружающей среды: -50…+70 °С; Длина кабеля, м: 2; Частота переключения, Гц: 500; Особенности: Электронное управление системой подогрева внутреннего пространства";https://sensor-com.ru/sensors/vbo-d68-120u-9121-stk/;"Под заказ от 3 нед.";Термокожух;Приемник;"Алюминиевый сплав";"0 - 20";Кабель;"-50…+70 °С";2;"Электронное управление системой подогрева внутреннего пространства";NPN;НО;500;;;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76В-7113-СА";"8 428 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Направление оптической оси: Прямое; Схема выхода: PNP; Зона чувствительности, м: 0,05 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76v-7113-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";"0,05 - 2";Кабель;"-25…+80 °С";;;PNP;НО/НЗ;;"Рефлекторный оптический";Прямое;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76В-7123-СА";"8 882 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Направление оптической оси: Прямое; Схема выхода: NPN; Зона чувствительности, м: 0,05 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76v-7123-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";"0,05 - 2";Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Рефлекторный оптический";Прямое;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76В-9123-СА";"7 180 ?
Цена с НДС 20%";"Тип: Барьерный оптический; Тип корпуса: Цилиндрический с резьбой; Приемник/Излучатель: Приемник; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, м: 0 - 20; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76v-9123-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";Приемник;"Латунь никелированная";"0 - 20";Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Барьерный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76ВР-6123-СА";"9 836 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Направление оптической оси: Прямое; Схема выхода: NPN; Зона чувствительности, м: 0,05 - 1; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76vr-6123-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";"0,05 - 1";"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Рефлекторный оптический";Прямое;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76ВР-7113-СА";"10 016 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Направление оптической оси: Прямое; Схема выхода: PNP; Зона чувствительности, м: 0,05 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76vr-7113-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";"0,05 - 2";"Кабель с разъемом М12 х 1";"-25…+80 °С";;;PNP;НО/НЗ;;"Рефлекторный оптический";Прямое;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76ВР-8123-СА";"9 566 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Цилиндрический с резьбой; Материал корпуса: Латунь никелированная; Направление оптической оси: Прямое; Схема выхода: NPN; Зона чувствительности, м: 0,1 - 4; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76vr-8123-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";;"Латунь никелированная";"0,1 - 4";"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Рефлекторный оптический";Прямое;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-М18-76ВР-9123-СА";"7 380 ?
Цена с НДС 20%";"Тип: Барьерный оптический; Тип корпуса: Цилиндрический с резьбой; Приемник/Излучатель: Приемник; Материал корпуса: Латунь никелированная; Схема выхода: NPN; Зона чувствительности, м: 0 - 20; Функция выхода: НО/НЗ; Вид подключения: Кабель с разъемом М12 х 1; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-m18-76vr-9123-sa/;"Под заказ от 3 нед.";"Цилиндрический с резьбой";Приемник;"Латунь никелированная";"0 - 20";"Кабель с разъемом М12 х 1";"-25…+80 °С";;;NPN;НО/НЗ;;"Барьерный оптический";;;;;;;;;;;;;;;;;;;;
